FA_meta_ID,FA_type,FA_medium,FA_agar_liquid,FA_temp,FA_time,FA_pH,FA_oxygen,FA_cond,FA_soft,FA_lib,FA_system,FA_instrument,FA_method,FA_cutoff,last_change
188,whole cell analysis,tryptic soy agar (TSA),agar,,2,,,,,,MIS MIDI,,Kämpfer & Kroppenstedt 1996,0.0,2018-06-11 12:53:55
189,whole cell analysis,tryptic soy agar (TSA),agar,,2,,,,,,MIS MIDI,,Kämpfer & Kroppenstedt 1996,0.0,2018-06-11 12:53:55
190,whole cell analysis,trypticase soy broth (TSB),liquid,37,1,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
191,whole cell analysis,trypticase soy agar (TSA),agar,45,3,,,,Sherlock 6.1,,MIS MIDI,,,10.0,2018-06-11 12:53:55
192,whole cell analysis,marine agar (MA),agar,30,1,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
193,whole cell analysis,tryptic soy agar (TSA),agar,28,3,,,,Sherlock 6.0B,,MIS MIDI,"HP 6890, Hewlett Packard",,1.0,2018-06-11 12:53:55
194,whole cell analysis,tryptic soy broth agar (TSBA; HiMedia),agar,30,1,,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
195,whole cell analysis,marine agar (MA),agar,28,,,,,Sherlock 6.0B,,MIS MIDI,6850; Agilent Technologies,,1.0,2018-06-11 12:53:55
196,whole cell analysis,tryptic soy agar (TSA),agar,28,2,,,,,,MIS MIDI,"5898A, Hewlett Packard",Kämpfer & Kroppenstedt 1996,1.0,2018-06-11 12:53:55
197,whole cell analysis,R2A,liquid,28,2,,,,,,MIS MIDI,,,0.0,2018-06-11 12:53:55
198,whole cell analysis,marine agar (MA),agar,25,2,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
199,whole cell analysis,seawater medium,,,,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
200,whole cell analysis,brackish water medium,,,,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
201,whole cell analysis,freshwater medium,,,,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
202,whole cell analysis,Luria Bertani agar (LA),agar,,,,,,Sherlock 6.2,,MIS MIDI,,,1.0,2018-06-11 12:53:55
203,whole cell analysis,Luria Bertani agar (LA),agar,,,,,,Sherlock 6.2,,MIS MIDI,,,1.0,2018-06-11 12:53:55
204,whole cell analysis,trypticase soy agar (TSA),agar,28,3,,,,Sherlock 6.0B,,MIS MIDI,HP 6890 Series,,0.0,2018-06-11 12:53:55
205,whole cell analysis,marine agar (MA),agar,25,5,,,,Sherlock 6.2,,MIS MIDI,Hewlett Packard 6890,,0.0,2018-06-11 12:53:55
206,whole cell analysis,trypticase soy agar (TSA),agar,28,1,,,,,,MIS MIDI,,,5.0,2018-06-11 12:53:55
207,whole cell analysis,marine agar (MA),agar,28,2,,,,Sherlock 6.0B,,MIS MIDI,,,5.0,2018-06-11 12:53:55
208,whole cell analysis,YMA,agar,28,2,,,,Sherlock 6.0,,MIS MIDI,,,0.0,2018-06-11 12:53:55
209,whole cell analysis,tryptic soy agar (TSA),agar,28,2,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
210,whole cell analysis,"tryptic soy agar (TSA, Difco)",agar,28,1,,,,Sherlock 6.2,,MIS MIDI,6890N; Agilent Technologies,,0.0,2018-06-11 12:53:55
211,whole cell analysis,ISP 2,liquid,30,7,,,,Sherlock 6.0,,MIS MIDI,,,0.0,2018-06-11 12:53:55
212,whole cell analysis,Columbia agar with 5 % defibrinated sheep blood,agar,25,2,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
213,whole cell analysis,TSA (Difco),agar,30,4,,,,Sherlock 6.1,,MIS MIDI,,,5.0,2018-06-11 12:53:55
214,whole cell analysis,brain heart infusion agar (Difco),agar,37,2,,,,,,MIS MIDI,Hewlett Packard HP 5890,,10.0,2018-06-11 12:53:55
215,whole cell analysis,trypticase soy broth agar (TSBA),agar,28,1,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
216,whole cell analysis,"tryptic soy broth (TSB, Difco)",liquid,28,5,,,,Sherlock 4.5,,MIS MIDI,,,10.0,2018-06-11 12:53:55
217,whole cell analysis,"tryptic soy broth (TSB, Difco)",liquid,28,5,,,,Sherlock 4.5,,MIS MIDI,,,10.0,2018-06-11 12:53:55
218,whole cell analysis,R2A,,30,2,,,,Sherlock 6.0B,,MIS MIDI,,,0.0,2018-06-11 12:53:55
219,whole cell analysis,yeast-dextrose broth,liquid,30,5,,,,,,MIS MIDI,,,10.0,2018-06-11 12:53:55
220,whole cell analysis,trypticase soy broth (TSB; Difco),liquid,28,5,,,,Sherlock 6.0,,MIS MIDI,,,10.0,2018-06-11 12:53:55
221,whole cell analysis,MA,agar,25,5,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
222,whole cell analysis,marine broth (MB),liquid,37,,,,,Sherlock 6.0B,,MIS MIDI,"model 6890, Hewlett Packard",,1.0,2018-06-11 12:53:55
223,whole cell analysis,marine broth 2216 (MB),liquid,25,,,,,Sherlock 6.0,,MIS MIDI,GC 6890 (Agilent),,1.0,2018-06-11 12:53:55
224,whole cell analysis,modified marine agar,,37,3,,,,Sherlock 6.1,,MIS MIDI,Agilent model 6890N,,1.0,2018-06-11 12:53:55
225,whole cell analysis,marine agar (MA),agar,30,2,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
226,whole cell analysis,R2A,agar,25,3,,,,Sherlock 6.0,,MIS MIDI,"model5890 Series II, Hewlett-Packard",,1.0,2018-06-11 12:53:55
227,whole cell analysis,R2A,agar,25,3,,,,Sherlock 6.0,,MIS MIDI,,,0.0,2018-06-11 12:53:55
228,whole cell analysis,marine agar (MA),agar,25,2,,,,Sherlock 6.1,,MIS MIDI,,,10.0,2018-06-11 12:53:55
229,whole cell analysis,marine agar (MA),agar,28,2,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
230,whole cell analysis,R2A,agar,25,3,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
231,whole cell analysis,NK medium,agar,28,3,,,,Sherlock 6.0,,MIS MIDI,"model 6890, Hewlett Packard",,0.0,2018-06-11 12:53:55
232,whole cell analysis,trypticase soy agar (TSA; BBL),,28,1,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
233,whole cell analysis,trypticase soy agar (TSA; BBL),,28,1,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
234,whole cell analysis,trypticase soy agar (TSA; BBL),,28,1,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
235,whole cell analysis,trypticase soy agar (TSA; BBL),,28,1,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
236,whole cell analysis,marine agar (MA),agar,28,3,,,,,,MIS MIDI,"model 6850, Agilent Technologies",,0.0,2018-06-11 12:53:55
237,whole cell analysis,R2A,agar,32,2,,,,Sherlock 6.0,,MIS MIDI,"model 6890, Hewlett Packard",,1.0,2018-06-11 12:53:55
238,whole cell analysis,modified marine agar (BD),agar,28,3,7.00,aerobic,,Sherlock 6.0B,,MIS MIDI,,,10.0,2018-06-11 12:53:55
239,whole cell analysis,R2A,agar,30,2,,,,,,MIS MIDI,"model 6890, Hewlett Packard",,0.0,2018-06-11 12:53:55
240,whole cell analysis,R2A,liquid,25,1,,,,Sherlock 6.0,,MIS MIDI,,,1.0,2018-06-11 12:53:55
241,whole cell analysis,R2A,agar,30,2,,,,Sherlock 6.0,,MIS MIDI,"6890, Hewlett Packard",,15.0,2018-06-11 12:53:55
242,whole cell analysis,marine agar (MA),agar,30,3,,,,Sherlock 6.0,,MIS MIDI,Agilent G6890N,,1.0,2018-06-11 12:53:55
243,whole cell analysis,marine agar 2216 (MA),agar,30,3,,,,,,MIS MIDI,Agilent 6890,,1.0,2018-06-11 12:53:55
244,whole cell analysis,supplemented BHI agar,agar,37,2,,,,,,MIS MIDI,,,10.0,2018-06-11 12:53:55
245,whole cell analysis,marine agar (MA),agar,30,,,,,,,MIS MIDI,,,0.0,2018-06-11 12:53:55
246,whole cell analysis,R2A,agar,28,2,,,,,,MIS MIDI,Hewlett-Packard 6890 series,,0.0,2018-06-11 12:53:55
247,whole cell analysis,R2A,agar,28,2,,,,,,MIS MIDI,Hewlett-Packard 6890 series,,0.0,2018-06-11 12:53:55
248,whole cell analysis,R2A,agar,28,2,,,,,,MIS MIDI,Hewlett-Packard 6890 series,,0.0,2018-06-11 12:53:55
249,whole cell analysis,marine agar (MA),agar,25,2,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
250,whole cell analysis,tryptic soy agar (TSA),agar,30,3,,,,Sherlock 6.1,,MIS MIDI,Hewlett Packard 7890,,1.0,2018-06-11 12:53:55
251,whole cell analysis,PY-cellobiose medium,,,3,,,,,,MIS MIDI,,Miller 1982,1.0,2018-06-11 12:53:55
252,whole cell analysis,PYG,liquid,,3,,,,,,MIS MIDI,,Miller 1982,1.0,2018-06-11 12:53:55
253,whole cell analysis,tryptic soy agar (TSA),agar,28,1,,,,,,MIS MIDI,Agilent 7890,,1.0,2018-06-11 12:53:55
254,whole cell analysis,nutritient agar (NA),agar,,,,,,Sherlock 6.0,,MIS MIDI,Agilent 7890A,,1.0,2018-06-11 12:53:55
255,whole cell analysis,MSM,liquid,,,,,,Sherlock 6.0B,,MIS MIDI,Agilent Technologies 6850,,1.0,2018-06-11 12:53:55
256,whole cell analysis,R2A,agar,25,3,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
257,whole cell analysis,R2A,agar,25,3,,,,,,MIS MIDI,,Kämpfer & Kroppenstedt 1996,,2018-06-11 12:53:55
258,whole cell analysis,TSA,agar,28,1,,aerobic,,,,MIS MIDI,,Miller 1982,,2018-06-11 12:53:55
259,whole cell analysis,YTG,liquid,37,1,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
260,whole cell analysis,TSA,agar,28,2,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
261,whole cell analysis,medium S4 supplemented with 10 mM Na2S2O3,,45,2,,,,Sherlock 6.0,,MIS MIDI,,,,2018-06-11 12:53:55
262,whole cell analysis,TSA,,28,,,,,Sherlock 4.5,,MIS MIDI,,,,2018-06-11 12:53:55
263,whole cell analysis,VTM medium,liquid,,5,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
264,whole cell analysis,VTM medium,liquid,,5,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
265,whole cell analysis,MB,,25,,,,,Sherlock 6.0B,,MIS MIDI,,,1.0,2018-06-11 12:53:55
266,whole cell analysis,MA,agar,37,1,,,,Sherlock 6.2B,,MIS MIDI,,,0.0,2018-06-11 12:53:55
267,whole cell analysis,MA,agar,37,2,,,,Sherlock 6.2B,,MIS MIDI,,,0.0,2018-06-11 12:53:55
268,whole cell analysis,MA,agar,37,3,,,,Sherlock 6.2B,,MIS MIDI,,,0.0,2018-06-11 12:53:55
269,whole cell analysis,R2A,agar,28,2,,,,,,MIS MIDI,,Kuykendall et al. 1988,,2018-06-11 12:53:55
270,whole cell analysis,extract-glucose agar,agar,28,9,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
271,whole cell analysis,Trypticase soy broth,,28,,,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
272,whole cell analysis,yeast-glucose broth,liquid,30,5,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
273,whole cell analysis,MZ2216E,agar,,,,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
274,whole cell analysis,BHI-sheep blood,agar,,2,,,,Sherlock 4.5,,MIS MIDI,,,0.0,2018-06-11 12:53:55
275,whole cell analysis,TSA,agar,28,5,,,,Sherlock 4.5,,MIS MIDI,,,,2018-06-11 12:53:55
276,whole cell analysis,SCD agar,agar,30,3,,,,Sherlock 6.0,,MIS MIDI,,,0.0,2018-06-11 12:53:55
277,whole cell analysis,Zobell Marine Broth 2216 5 % (w/v) NaCl,liquid,37,,7.00,,,Sherlock 6.0,,MIS MIDI,,,,2018-06-11 12:53:55
278,whole cell analysis,TSA,agar,28,2,,,,Sherlock 6.0B,,MIS MIDI,,,0.0,2018-06-11 12:53:55
279,whole cell analysis,Marine agar,agar,30,3,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
280,whole cell analysis,TSA,agar,28,3,,,,,ACTINO,MIS MIDI,,,,2018-06-11 12:53:55
281,whole cell analysis,R2A,liquid,37,,,,,Sherlock 6.0B,,MIS MIDI,,,0.0,2018-06-11 12:53:55
282,whole cell analysis,TSA,agar,30,2,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
283,whole cell analysis,R2A,agar,30,2,,,,,,MIS MIDI,,,0.0,2018-06-11 12:53:55
284,whole cell analysis,SSE/HD 1:10 medium,,25,6,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
285,whole cell analysis,modified MA,liquid,33,4,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
286,whole cell analysis,2216E medium,liquid,28,3,,,,Sherlock 4.5,,MIS MIDI,,,,2018-06-11 12:53:55
287,whole cell analysis,MA2216,,30,2,,,,Sherlock 6.2B,,MIS MIDI,,,1.0,2018-06-11 12:53:55
288,whole cell analysis,TSA,agar,30,1,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
289,whole cell analysis,R2A,,20,3,,,,Sherlock 6.2,,MIS MIDI,,,,2018-06-11 12:53:55
290,whole cell analysis,R2A,,20,3,,,,Sherlock 6.2,,MIS MIDI,,,,2018-06-11 12:53:55
291,whole cell analysis,R2A,,20,3,,,,Sherlock 6.2,,MIS MIDI,,,,2018-06-11 12:53:55
292,whole cell analysis,MA,agar,25,2,,,,Sherlock 6.2B,,MIS MIDI,,,1.0,2018-06-11 12:53:55
293,whole cell analysis,MA,agar,25,3,,,,Sherlock 6.2B,,MIS MIDI,,,1.0,2018-06-11 12:53:55
294,whole cell analysis,MA,agar,25,5,,,,Sherlock 6.2B,,MIS MIDI,,,1.0,2018-06-11 12:53:55
295,whole cell analysis,KA22 medium,,,3,,,,Sherlock 6.0B,,MIS MIDI,,,,2018-06-11 12:53:55
296,whole cell analysis,Marine agar 2216 medium,agar,28,2,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
297,whole cell analysis,TSA,agar,30,2,,,,,,MIS MIDI,,,0.0,2018-06-11 12:53:55
298,whole cell analysis,TSB,,28,1,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
299,whole cell analysis,TSB,,28,1,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
300,whole cell analysis,MB,liquid,25,2,,,,Sherlock 6.2,,MIS MIDI,,,1.0,2018-06-11 12:53:55
301,whole cell analysis,MB,liquid,25,2,,,,Sherlock 6.2,,MIS MIDI,,,1.0,2018-06-11 12:53:55
302,whole cell analysis,MA,agar,30,3,6.00,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
303,whole cell analysis,TSA,,30,2,,,,Sherlock 2.11,,MIS MIDI,,Kämpfer & Kroppenstedt 1996,0.0,2018-06-11 12:53:55
304,whole cell analysis,R2A,agar,30,3,,,,Sherlock 4.0,,MIS MIDI,,,1.0,2018-06-11 12:53:55
305,whole cell analysis,TSB medium,,30,2,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
306,whole cell analysis,R2A,agar,30,2,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
307,whole cell analysis,TSA,agar,28,1,,,,Sherlock 6.0,,MIS MIDI,,,,2018-06-11 12:53:55
308,whole cell analysis,R2A,agar,30,3,,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
309,whole cell analysis,MA,agar,30,5,,,,Sherlock 6.2,,MIS MIDI,,,0.0,2018-06-11 12:53:55
310,whole cell analysis,TSB,agar,28,,,aerobic,,Sherlock 6.0B,,MIS MIDI,,,,2018-06-11 12:53:55
311,whole cell analysis,MA,agar,28,3,,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
312,whole cell analysis,R2A,agar,30,2,,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
313,whole cell analysis,MS,agar,25,2,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
314,whole cell analysis,TSA supplemented with 5 % sterile defibrinated sheep blood,agar,37,1,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
315,whole cell analysis,TSB,,37,2,,,,Sherlock 6.0,,MIS MIDI,,,,2018-06-11 12:53:55
316,whole cell analysis,TSA,agar,28,2,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
317,whole cell analysis,NA with and without SSS,agar,30,2,,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
318,whole cell analysis,TSA,agar,28,,,,,,,MIS MIDI,,Kämpfer & Kroppenstedt 1996,,2018-06-11 12:53:55
319,whole cell analysis,DSM 104,agar,37,2,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
320,whole cell analysis,TSB,,28,3,,,,,,MIS MIDI,,Kuykendall et al. 1988,1.0,2018-06-11 12:53:55
321,whole cell analysis,marine agar 2216,agar,33,2,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
322,whole cell analysis,TSA,agar,30,2,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
323,whole cell analysis,SSE/HD 1:10,liquid,28,7,5.00,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
324,whole cell analysis,SSE/HD 1:10,liquid,28,7,5.00,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
325,whole cell analysis,SSE/HD 1:10,liquid,25,7,5.00,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
326,whole cell analysis,MA,agar,25,3,,,,Sherlock 6.2B,,MIS MIDI,,,1.0,2018-06-11 12:53:55
327,whole cell analysis,MA,agar,25,5,,,,Sherlock 6.2B,,MIS MIDI,,,1.0,2018-06-11 12:53:55
328,whole cell analysis,MA,agar,25,7,,,,Sherlock 6.2B,,MIS MIDI,,,1.0,2018-06-11 12:53:55
329,whole cell analysis,MA,agar,25,2,,,,Sherlock 6.2B,,MIS MIDI,,,0.0,2018-06-11 12:53:55
330,whole cell analysis,R2A,liquid,30,,7.00,,,Sherlock 6.0B,,MIS MIDI,,,0.0,2018-06-11 12:53:55
331,whole cell analysis,R2A,agar,28,2,,,,,,MIS MIDI,,Kämpfer & Kroppenstedt 1996,,2018-06-11 12:53:55
332,whole cell analysis,R2A,agar,28,2,,,,,,MIS MIDI,,Kämpfer & Kroppenstedt 1996,,2018-06-11 12:53:55
333,whole cell analysis,PYG medium,agar,30,,,aerobic,,,,MIS MIDI,,,,2018-06-11 12:53:55
334,whole cell analysis,modified marine 2216 agar,agar,37,,,,,Sherlock 4.5,,MIS MIDI,,,,2018-06-11 12:53:55
335,whole cell analysis,basal medium supplemented with 20mM Na2S2O3,liquid,30,,,,,Sherlock 6.0,,MIS MIDI,,,,2018-06-11 12:53:55
336,whole cell analysis,NA,agar,30,3,,,,Sherlock 6.0,,MIS MIDI,,,,2018-06-11 12:53:55
337,whole cell analysis,R2A broth,liquid,30,,,,,Sherlock 6.2B,,MIS MIDI,,,1.0,2018-06-11 12:53:55
338,whole cell analysis,MA,agar,30,1,,,,,,MIS MIDI,,,0.0,2018-06-11 12:53:55
339,whole cell analysis,TGY,agar,28,1,,,,,,MIS MIDI,,Kämpfer & Kroppenstedt 1996,0.0,2018-06-11 12:53:55
340,whole cell analysis,R2A,agar,28,2,,,,,,MIS MIDI,,Kämpfer & Kroppenstedt 1996,1.0,2018-06-11 12:53:55
341,whole cell analysis,R2A,agar,28,2,,aerobic,,,,MIS MIDI,,,,2018-06-11 12:53:55
342,whole cell analysis,MA,agar,25,2,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
343,whole cell analysis,TSA,agar,28,,,,,,,MIS MIDI,,Kämpfer & Kroppenstedt 1996,1.0,2018-06-11 12:53:55
344,whole cell analysis,5 % sheep blood agar,agar,35,2,,,,Sherlock 4.5,,MIS MIDI,,,,2018-06-11 12:53:55
345,whole cell analysis,5 % sheep blood agar,agar,35,2,,,,Sherlock 4.5,,MIS MIDI,,,,2018-06-11 12:53:55
346,whole cell analysis,5 % sheep blood agar,agar,35,2,,,,Sherlock 4.5,,MIS MIDI,,,,2018-06-11 12:53:55
347,whole cell analysis,ISP2 agar,agar,28,,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
348,whole cell analysis,YD broth,liquid,27,8,,,,Sherlock 6.0,,MIS MIDI,,,2.0,2018-06-11 12:53:55
349,whole cell analysis,TSA,agar,28,3,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
350,whole cell analysis,2216E agar,agar,28,3,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
351,whole cell analysis,glucose-yeast extract broth,liquid,30,14,,,,Sherlock 6.2B,,MIS MIDI,,,,2018-06-11 12:53:55
352,whole cell analysis,ISP2 broth,liquid,30,6,,,,Sherlock 6.0,,MIS MIDI,,,,2018-06-11 12:53:55
353,whole cell analysis,SWLB broth,liquid,30,2,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
354,whole cell analysis,tripricase soy broth (TSB),liquid,50,3,,,,,,MIS MIDI,,,,2018-06-11 12:53:55
355,whole cell analysis,TSA,agar,30,3,,,,,,MIS MIDI,,,0.0,2018-06-11 12:53:55
356,whole cell analysis,sheep blood agar,agar,37,3,,,,Sherlock 2.11,,MIS MIDI,,,,2018-06-11 12:53:55
357,whole cell analysis,TSA,agar,28,2,,,,Sherlock 6.0,,MIS MIDI,,,,2018-06-11 12:53:55
358,whole cell analysis,TSA,agar,28,3,,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
359,whole cell analysis,Tryptoc Soy Broth,liquid,28,7,,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
360,whole cell analysis,Marine agar 2216,agar,33,3,,,,Sherlock 4.5,,MIS MIDI,Agilent 6890 N gas chromatograph,,0.0,2018-06-11 12:53:55
361,whole cell analysis,R2A,,15,5,,,,Sherlock 6.1,,MIS MIDI,Agilent 7890 gas chromatograph,,1.0,2018-06-11 12:53:55
362,whole cell analysis,Marine agar 2216,agar,28,,,,,Sherlock 6.0,,MIS MIDI,,,1.0,2018-06-11 12:53:55
363,whole cell analysis,NH 4 -YE agar,agar,30,2,,,,Sherlock 6.0B,,MIS MIDI,Agilent 6850 gas chromatograph,,0.0,2018-06-11 12:53:55
364,whole cell analysis,TSA,agar,28,2,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
365,whole cell analysis,GAM,agar,37,2,,anaerobic,,Sherlock 6.2,TSBA 6.2,MIS MIDI,,,1.0,2018-06-11 12:53:55
366,whole cell analysis,MH Medium 2.5%,,32,,8.00,,,Sherlock 6.1,,MIS MIDI,Hewlett Packard HP6890A gas chromatograph,,6.0,2018-06-11 12:53:55
367,whole cell analysis,R2A,agar,28,3,,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
368,whole cell analysis,Marine agar 2216,agar,28,,,,,Sherlock 6.0B,,MIS MIDI,Agilent 6850 gas chromatograph,,1.0,2018-06-11 12:53:55
369,whole cell analysis,Marine broth,liquid,25,2,,,,,,MIS MIDI,Agilent 6890 N gas chromatograph,,1.0,2018-06-11 12:53:55
370,whole cell analysis,BCYEa,agar,28,2,,,,Sherlock 6.2,,MIS MIDI,Agilent 7890 B gas chromatograph,,1.0,2018-06-11 12:53:55
371,whole cell analysis,MRS,agar,34,2,,,,Sherlock 6.2,,MIS MIDI,Agilent gas chromatograph,,1.0,2018-06-11 12:53:55
372,whole cell analysis,Marine agar 2216,agar,25,5,,,,Sherlock 6.2,,MIS MIDI,Hewlett Packard HP6890 gas chromatograph,,0.0,2018-06-11 12:53:55
373,whole cell analysis,Marine agar 2216,agar,25,2,,,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
374,whole cell analysis,R2A,agar,25,3,,,,Sherlock 6.0,,MIS MIDI,,,0.0,2018-06-11 12:53:55
375,whole cell analysis,YMA,agar,28,2,,aerobic,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
376,whole cell analysis,Marine agar 2216,agar,30,3,,,,Sherlock 6.1,,MIS MIDI,Hewlett Packard 7890 gas chromatograph,,1.0,2018-06-11 12:53:55
377,whole cell analysis,R2A,agar,30,5,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
378,whole cell analysis,TY,agar,28,2,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
379,whole cell analysis,TY,agar,28,,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
380,whole cell analysis,Marine agar 2216,agar,25,5,,,,,,MIS MIDI,Hewlett Packard 6890 gas chromatograph,,1.0,2018-06-11 12:53:55
381,whole cell analysis,R2A,agar,20,3,7.00,aerobic,,Sherlock 6.0,,MIS MIDI,,,1.0,2018-06-11 12:53:55
382,whole cell analysis,R2A,agar,28,2,,aerobic,,Sherlock 5.0,,MIS MIDI,,,1.0,2018-06-11 12:53:55
383,whole cell analysis,Tryptic soy agar (TSA),agar,30,3,7.00,aerobic,,Sherlock 6.1,,MIS MIDI,,,10.0,2018-06-11 12:53:55
384,whole cell analysis,marine agar (MA),agar,30,3,7.00,aerobic,,Sherlock 6.2B,,MIS MIDI,,,1.0,2018-06-11 12:53:55
385,whole cell analysis,R2A,agar,30,2,6.00,aerobic,,,,MIS MIDI,,,,2018-06-11 12:53:55
386,whole cell analysis,marine agar,agar,37,1,7.00,aerobic,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
387,whole cell analysis,MRS broth,liquid,30,,6.50,aerobic,,Sherlock 6.0B,,MIS MIDI,,,10.0,2018-06-11 12:53:55
388,whole cell analysis,Trypticase soy agar,agar,28,1,7.00,aerobic,,Sherlock 6.1,,MIS MIDI,,,,2018-06-11 12:53:55
389,whole cell analysis,TSA (Difco) Medium,,30,2,,aerobic,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
390,whole cell analysis,R2A (Difco),agar,30,14,,,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
391,whole cell analysis,R2A (Becton Dickinson),agar,30,2,,aerobic,,Sherlock 6.1,,MIS MIDI,,,1.0,2018-06-11 12:53:55
392,whole cell analysis,1/2 MA,,25,5,,,,,,MIS MIDI,,,1.0,2018-06-11 12:53:55
393,,MA (Difco),agar,28,2,,aerobic,,Sherlock 6.0,,MIS MIDI,,,1.0,2018-06-11 12:53:55
394,whole cell analysis,MA,agar,28,3,7.00,aerobic,,,TSBA 6,MIS MIDI,,"Minnikin, 1984",1.0,2018-06-14 13:53:52
395,whole cell analysis,GBS salts medium,agar,73,,6.75,microaerophil,,Sherlock 6.2,TSBA 6,MIS MIDI,,,1.0,2018-06-14 13:53:52
396,whole cell analysis,TSA,agar,28,3,,,,Sherlock 6.0B,TSBA6,MIS MIDI,,"Sasser, 1990",0.5,2019-01-29 09:47:51
397,whole cell analysis,R2A agar,agar,25,2,7,aerobic,,Sherlock 6.1,RTSBA6,MIS MIDI,,,1.0,2019-01-29 09:47:51
398,whole cell analysis,R2A,agar,25,2,7,aerobic,,Sherlock 6.1,RTSBA6,MIS MIDI,,,1.0,2019-01-29 09:47:51
399,whole cell analysis,Marine agar,agar,26,2,,microaerophil,,Sherlock 6.0,TSBA6,MIS MIDI,,,1.0,2019-01-29 09:47:51
