ID_met_antibiotica,metabolite_antib,is_antibiotic,ab_sensitive,ab_sensitivity_conc,ab_sensitivity_unit,ab_intermediate_unit,ab_resistant,ab_intermediate_conc,ab_resistance_unit,chebi_ID
10698,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg,28971
10699,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,µg,18208
10700,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,48923
10701,Vibriostat,1,NULL,NULL,NULL,NULL,1,NULL,µg,73908
10702,Streptomycin,1,NULL,NULL,NULL,µg,NULL,10,NULL,17076
10703,"Polymyxin B",1,1,300,Unit,NULL,NULL,NULL,NULL,8309
10704,Gentamicin,1,1,10,µg,NULL,NULL,NULL,NULL,17833
10705,Imipenem,1,1,10,µg,NULL,NULL,NULL,NULL,471744
10706,Tobramycin,1,1,10,µg,NULL,NULL,NULL,NULL,28864
10707,Amikacin,1,1,30,µg,NULL,NULL,NULL,NULL,2637
10708,Amoxicillin,1,1,30,µg,NULL,NULL,NULL,NULL,2676
10709,Cefoxitin,1,1,30,µg,NULL,NULL,NULL,NULL,209807
10710,Ceftriaxone,1,1,30,µg,NULL,NULL,NULL,NULL,29007
10711,Cefuroxime,1,1,30,µg,NULL,NULL,NULL,NULL,3515
10712,Tetracycline,1,1,30,µg,NULL,NULL,NULL,NULL,27902
10713,Ciprofloxacin,1,1,5,µg,NULL,NULL,NULL,NULL,100241
10714,Colistin,1,1,50,µg,NULL,NULL,NULL,NULL,37943
10715,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,6472
10716,Methicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg,6827
10717,Vibriostat,1,NULL,NULL,NULL,NULL,1,NULL,NULL,73908
10718,"Penicillin G",1,1,10,Unit,NULL,NULL,NULL,NULL,18208
10719,"Polymyxin B",1,1,300,Unit,NULL,NULL,NULL,NULL,8309
10720,Bacitracin,1,1,8,Unit,NULL,NULL,NULL,NULL,28669
10721,Ampicillin,1,1,10,µg,NULL,NULL,NULL,NULL,28971
10722,Colistin,1,1,10,µg,NULL,NULL,NULL,NULL,37943
10723,Gentamicin,1,1,10,µg,NULL,NULL,NULL,NULL,17833
10724,Streptomycin,1,1,10,µg,NULL,NULL,NULL,NULL,17076
10725,Erythromycin,1,1,15,µg,NULL,NULL,NULL,NULL,48923
10726,Rifampicin,1,1,2,µg,NULL,NULL,NULL,NULL,28077
10727,Tetracycline,1,1,3,µg,NULL,NULL,NULL,NULL,27902
10728,Cephalothin,1,1,30,µg,NULL,NULL,NULL,NULL,3542
10729,Chloramphenicol,1,1,30,µg,NULL,NULL,NULL,NULL,17698
10730,Kanamycin,1,1,30,µg,NULL,NULL,NULL,NULL,6104
10731,Neomycin,1,1,30,µg,NULL,NULL,NULL,NULL,7507
10732,Novobiocin,1,1,30,µg,NULL,NULL,NULL,NULL,28368
10733,Nitrofurantoin,1,1,300,µg,NULL,NULL,NULL,NULL,71415
10734,Sulfisomidine,1,1,300,µg,NULL,NULL,NULL,NULL,32166
10735,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,2676
10736,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28971
10737,Clarithromycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,3732
10738,Oxacillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,7809
10739,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,NULL,18208
10740,Teicoplanin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,29687
10741,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28001
10742,Vibriostat,1,NULL,NULL,NULL,NULL,1,NULL,NULL,73908
10743,Amikacin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2637
10744,Ceftazidime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,3508
10745,Cephotaxime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,204928
10746,Chloramphenicol,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17698
10747,Gentamicin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17833
10748,Kanamycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6104
10749,Mezlocillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6919
10750,Netilmycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,7528
10751,Piperacillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,8232
10752,Spectinomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,9215
10753,Tetracycline,1,1,NULL,NULL,NULL,NULL,NULL,NULL,27902
10754,Tobramycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28864
10755,Trimethoprim,1,1,NULL,NULL,NULL,NULL,NULL,NULL,45924
10756,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg,28971
10757,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,µg,18208
10758,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,48923
10759,Vibriostat,1,NULL,NULL,NULL,NULL,1,NULL,µg,73908
10760,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg,2676
10761,Cefuroxime,1,NULL,NULL,NULL,µg,NULL,30,NULL,3515
10762,Streptomycin,1,NULL,NULL,NULL,µg,NULL,10,NULL,17076
10763,"Polymyxin B",1,1,300,Unit,NULL,NULL,NULL,NULL,8309
10764,Gentamicin,1,1,10,µg,NULL,NULL,NULL,NULL,17833
10765,Imipenem,1,1,10,µg,NULL,NULL,NULL,NULL,471744
10766,Tobramycin,1,1,10,µg,NULL,NULL,NULL,NULL,28864
10767,Amikacin,1,1,30,µg,NULL,NULL,NULL,NULL,2637
10768,Cefoxitin,1,1,30,µg,NULL,NULL,NULL,NULL,209807
10769,Ceftriaxone,1,1,30,µg,NULL,NULL,NULL,NULL,29007
10770,Tetracycline,1,1,30,µg,NULL,NULL,NULL,NULL,27902
10771,Ciprofloxacin,1,1,5,µg,NULL,NULL,NULL,NULL,100241
10772,Colistin,1,1,50,µg,NULL,NULL,NULL,NULL,37943
10773,Ticarcillin,1,1,75,µg,NULL,NULL,NULL,NULL,9587
10774,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,2676
10775,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,2676
10776,Ticarcillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,9587
10777,Vibriostat,1,NULL,NULL,NULL,NULL,1,NULL,NULL,73908
10778,Amikacin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2637
10779,Aztreonam,1,1,NULL,NULL,NULL,NULL,NULL,NULL,161680
10780,Cefepime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,478164
10781,Cefoperazone,1,1,NULL,NULL,NULL,NULL,NULL,NULL,3493
10782,Cefoxitin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,209807
10783,Ceftazidime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,3508
10784,Ceftriaxone,1,1,NULL,NULL,NULL,NULL,NULL,NULL,29007
10785,Cephalothin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,3542
10786,Cephotaxime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,204928
10787,Chloramphenicol,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17698
10788,Ciprofloxacin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,100241
10789,Erythromycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,48923
10790,Fosfomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28915
10791,Gentamicin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17833
10792,Imipenem,1,1,NULL,NULL,NULL,NULL,NULL,NULL,471744
10793,Kanamycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6104
10794,"Nalidixic acid",1,1,NULL,NULL,NULL,NULL,NULL,NULL,100147
10795,Streptomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17076
10796,Tetracycline,1,1,NULL,NULL,NULL,NULL,NULL,NULL,27902
10797,Tobramycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28864
10798,Trimethoprim,1,1,NULL,NULL,NULL,NULL,NULL,NULL,45924
10799,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,2676
10800,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,2676
10801,Cephalothin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,3542
10802,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,48923
10803,Ticarcillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,9587
10804,Ticarcillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,9587
10805,Vibriostat,1,NULL,NULL,NULL,NULL,1,NULL,NULL,73908
10806,Streptomycin,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17076
10807,Amikacin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2637
10808,Aztreonam,1,1,NULL,NULL,NULL,NULL,NULL,NULL,161680
10809,Cefepime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,478164
10810,Cefoperazone,1,1,NULL,NULL,NULL,NULL,NULL,NULL,3493
10811,Cefoxitin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,209807
10813,Ceftazidime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,3508
10814,Ceftriaxone,1,1,NULL,NULL,NULL,NULL,NULL,NULL,29007
10815,Cephotaxime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,204928
10816,Chloramphenicol,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17698
10817,Ciprofloxacin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,100241
10818,Fosfomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28915
10819,Gentamicin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17833
10820,Imipenem,1,1,NULL,NULL,NULL,NULL,NULL,NULL,471744
10821,Kanamycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6104
10822,"Nalidixic acid",1,1,NULL,NULL,NULL,NULL,NULL,NULL,100147
10823,Piperacillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,8232
10824,Piperacillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,8232
10825,Tetracycline,1,1,NULL,NULL,NULL,NULL,NULL,NULL,27902
10826,Tobramycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28864
10827,Trimethoprim,1,1,NULL,NULL,NULL,NULL,NULL,NULL,45924
10828,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,2676
10829,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,2676
10830,Cefoxitin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,209807
10831,Cephalothin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,3542
10832,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,48923
10833,Ticarcillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,9587
10834,Ticarcillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,9587
10835,Vibriostat,1,NULL,NULL,NULL,NULL,1,NULL,NULL,73908
10836,Amikacin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2637
10837,Aztreonam,1,1,NULL,NULL,NULL,NULL,NULL,NULL,161680
10838,Cefepime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,478164
10839,Cefoperazone,1,1,NULL,NULL,NULL,NULL,NULL,NULL,3493
10840,Ceftazidime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,3508
10841,Ceftriaxone,1,1,NULL,NULL,NULL,NULL,NULL,NULL,29007
10842,Cephotaxime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,204928
10843,Chloramphenicol,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17698
10844,Ciprofloxacin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,100241
10845,Fosfomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28915
10846,Gentamicin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17833
10847,Imipenem,1,1,NULL,NULL,NULL,NULL,NULL,NULL,471744
10848,Kanamycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6104
10849,"Nalidixic acid",1,1,NULL,NULL,NULL,NULL,NULL,NULL,100147
10850,Piperacillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,8232
10851,Piperacillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,8232
10852,Streptomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17076
10853,Tetracycline,1,1,NULL,NULL,NULL,NULL,NULL,NULL,27902
10854,Tobramycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28864
10855,Trimethoprim,1,1,NULL,NULL,NULL,NULL,NULL,NULL,45924
10856,Vibriostat,1,NULL,NULL,NULL,NULL,1,NULL,µg,73908
10857,Amikacin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2637
10858,Ampicillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28971
10859,Cefotiam,1,1,NULL,NULL,NULL,NULL,NULL,NULL,355510
10860,Cefoxitin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,209807
10861,Ceftazidime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,3508
10862,Cephotaxime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,204928
10863,Chloramphenicol,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17698
10864,Ciprofloxacin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,100241
10865,Gentamicin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17833
10866,Kanamycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6104
10867,Mezlocillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6919
10868,Mezlocillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6919
10869,"Nalidixic acid",1,1,NULL,NULL,NULL,NULL,NULL,NULL,100147
10870,Streptomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17076
10871,Sulfamerazine,1,1,NULL,NULL,NULL,NULL,NULL,NULL,102130
10872,Tetracycline,1,1,NULL,NULL,NULL,NULL,NULL,NULL,27902
10873,Trimethoprim,1,1,NULL,NULL,NULL,NULL,NULL,NULL,45924
10874,Penicillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17334
10875,Penicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,17334
10876,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,NULL,27902
10877,Carbenicillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,3393
10878,"Penicillin G",1,0,NULL,NULL,NULL,1,NULL,"Unit (disc)",18208
10879,"Penicillin G",1,1,10,"Unit (disc)",NULL,NULL,NULL,NULL,18208
10880,Amikacin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2637
10881,Kanamycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6104
10882,Neomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,7507
10883,"Polymyxin B",1,1,NULL,NULL,NULL,NULL,NULL,NULL,8309
10884,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg,28971
10885,Cefoxitin,1,NULL,NULL,NULL,NULL,1,NULL,µg,209807
10886,Kanamycin,1,NULL,NULL,NULL,µg,NULL,30,NULL,6104
10887,Gentamicin,1,1,10,µg,NULL,NULL,NULL,NULL,17833
10888,Erythromycin,1,1,15,µg,NULL,NULL,NULL,NULL,48923
10889,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,NULL,18208
10890,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28001
10891,Ampicillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28971
10892,Chloramphenicol,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17698
10893,Kanamycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6104
10894,Streptomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17076
10895,Tetracycline,1,1,NULL,NULL,NULL,NULL,NULL,NULL,27902
10896,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,Unit,18208
10897,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,17076
10898,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,28001
10899,Ampicillin,1,1,10,µg,NULL,NULL,NULL,NULL,28971
10900,Chloramphenicol,1,1,30,µg,NULL,NULL,NULL,NULL,17698
10901,Kanamycin,1,1,30,µg,NULL,NULL,NULL,NULL,6104
10902,Tetracycline,1,1,30,µg,NULL,NULL,NULL,NULL,27902
10903,Cephalexin,1,NULL,NULL,NULL,NULL,1,NULL,Unit,3534
10904,Oxacillin,1,NULL,NULL,NULL,NULL,1,NULL,Unit,7809
10905,Oleandomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,16869
10906,Vibriostat,1,NULL,NULL,NULL,NULL,1,NULL,µg,73908
10907,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,6472
10908,Pristinamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,85274
10909,Novobiocin,1,NULL,NULL,NULL,NULL,1,NULL,µg,28368
10910,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,µg,27902
10911,"Penicillin G",1,1,10,Unit,NULL,NULL,NULL,NULL,18208
10912,Ampicillin,1,1,10,µg,NULL,NULL,NULL,NULL,28971
10913,Gentamicin,1,1,10,µg,NULL,NULL,NULL,NULL,17833
10914,Streptomycin,1,1,10,µg,NULL,NULL,NULL,NULL,17076
10915,Tobramycin,1,1,10,µg,NULL,NULL,NULL,NULL,28864
10916,Spiramycin,1,1,100,µg,NULL,NULL,NULL,NULL,85260
10917,Erythromycin,1,1,15,µg,NULL,NULL,NULL,NULL,48923
10918,Cefaloridine,1,1,30,µg,NULL,NULL,NULL,NULL,3537
10919,Chloramphenicol,1,1,30,µg,NULL,NULL,NULL,NULL,17698
10920,Kanamycin,1,1,30,µg,NULL,NULL,NULL,NULL,6104
10921,"Nalidixic acid",1,1,30,µg,NULL,NULL,NULL,NULL,100147
10922,Clindamycin,1,NULL,NULL,NULL,NULL,1,NULL,Unit,3745
10923,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
10924,Novobiocin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28368
10925,"Penicillin G",1,1,10,Unit,NULL,NULL,NULL,NULL,18208
10926,Gentamicin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17833
10927,Erythromycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,48923
10928,Chloramphenicol,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17698
10929,Kanamycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,6104
10930,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,Unit,18208
10931,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,Unit,8309
10932,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
10933,Bacitracin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28669
10934,Colistin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",37943
10935,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28001
10936,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6472
10937,Methicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6827
10938,Furazolidone,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",5195
10939,Erythromycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,48923
10940,"Fusidic acid",1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,29013
10941,Gentamicin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17833
10942,Spectinomycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,9215
10943,Streptomycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17076
10944,Tetracycline,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,27902
10945,Nitrofurantoin,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,71415
10946,Amoxicillin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,2676
10947,Chloramphenicol,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17698
10948,Kanamycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,6104
10949,Ciprofloxacin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,100241
10950,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28971
10951,Carbenicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,3393
10952,Cyclodextrin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,23456
10953,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,6104
10954,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,100147
10955,Gentamicin,1,0,NULL,NULL,NULL,NULL,NULL,NULL,17833
10956,Chloramphenicol,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17698
10957,Erythromycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,48923
10958,"Penicillin G",1,1,NULL,NULL,NULL,NULL,NULL,NULL,18208
10959,Puromycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17939
10960,Rifampicin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28077
10961,Streptomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17076
10962,Tetracycline,1,1,NULL,NULL,NULL,NULL,NULL,NULL,27902
10963,Vancomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28001
10964,Norfloxacin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,100246
10965,Streptomycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17076
10966,Carbenicillin,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,3393
10967,Erythromycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,48923
10968,Chloramphenicol,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17698
10969,"Nalidixic acid",1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,100147
10970,Novobiocin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,28368
10971,Tetracycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
10972,Rifampicin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,28077
10973,Framycetin,1,1,50,"µg (disc)",NULL,NULL,NULL,NULL,7508
10974,Penicillin,1,NULL,NULL,NULL,NULL,1,NULL,Unit,17334
10975,Bacitracin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28669
10976,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28001
10977,"Polymyxin B",1,1,300,Unit,NULL,NULL,NULL,NULL,8309
10978,Ampicillin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28971
10979,Gentamicin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17833
10980,Streptomycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17076
10981,Erythromycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,48923
10982,Chloramphenicol,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17698
10983,Kanamycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,6104
10984,"Nalidixic acid",1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,100147
10985,Tetracycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
10986,Chloramphenicol,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17698
10987,Erythromycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,48923
10988,Streptomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17076
10989,Tetracycline,1,1,NULL,NULL,NULL,NULL,NULL,NULL,27902
10990,Tobramycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28864
10991,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg,28971
10992,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg,2676
10993,Ampicillin,1,1,10,µg,NULL,NULL,NULL,NULL,28971
10994,Streptomycin,1,1,10,µg,NULL,NULL,NULL,NULL,17076
10995,Chloramphenicol,1,1,30,µg,NULL,NULL,NULL,NULL,17698
10996,Kanamycin,1,1,30,µg,NULL,NULL,NULL,NULL,6104
10997,"Nalidixic acid",1,1,30,µg,NULL,NULL,NULL,NULL,100147
10998,Neomycin,1,1,30,µg,NULL,NULL,NULL,NULL,7507
10999,Rifampicin,1,1,30,µg,NULL,NULL,NULL,NULL,28077
11000,Tetracycline,1,1,30,µg,NULL,NULL,NULL,NULL,27902
11001,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,µg,100147
11002,Colistin,1,1,100,µg,NULL,NULL,NULL,NULL,37943
11003,Tetracycline,1,1,100,µg,NULL,NULL,NULL,NULL,27902
11004,Ampicillin,1,1,25,µg,NULL,NULL,NULL,NULL,28971
11005,Streptomycin,1,1,25,µg,NULL,NULL,NULL,NULL,17076
11006,Kanamycin,1,1,30,µg,NULL,NULL,NULL,NULL,6104
11007,Chloramphenicol,1,1,50,µg,NULL,NULL,NULL,NULL,17698
11008,Nitrofurantoin,1,1,50,µg,NULL,NULL,NULL,NULL,71415
11009,Colistin,1,1,100,µg,NULL,NULL,NULL,NULL,37943
11010,Tetracycline,1,1,100,µg,NULL,NULL,NULL,NULL,27902
11011,Ampicillin,1,1,25,µg,NULL,NULL,NULL,NULL,28971
11012,Streptomycin,1,1,25,µg,NULL,NULL,NULL,NULL,17076
11013,Kanamycin,1,1,30,µg,NULL,NULL,NULL,NULL,6104
11014,"Nalidixic acid",1,1,30,µg,NULL,NULL,NULL,NULL,100147
11015,Chloramphenicol,1,1,50,µg,NULL,NULL,NULL,NULL,17698
11016,Nitrofurantoin,1,1,50,µg,NULL,NULL,NULL,NULL,71415
11017,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,6472
11018,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg,28971
11019,Amikacin,1,NULL,NULL,NULL,NULL,1,NULL,µg,2637
11020,Ciprofloxacin,1,NULL,NULL,NULL,NULL,1,NULL,µg,100241
11021,Novobiocin,1,NULL,NULL,NULL,NULL,1,NULL,µg,28368
11022,Norfloxacin,1,1,10,µg,NULL,NULL,NULL,NULL,100246
11023,Penicillin,1,1,10,µg,NULL,NULL,NULL,NULL,17334
11024,Co-Trimoxazole,1,1,25,µg,NULL,NULL,NULL,NULL,3770
11025,Amoxicillin,1,1,30,µg,NULL,NULL,NULL,NULL,2676
11026,Cefuroxime,1,1,30,µg,NULL,NULL,NULL,NULL,3515
11027,Kanamycin,1,1,30,µg,NULL,NULL,NULL,NULL,6104
11028,"Nalidixic acid",1,1,30,µg,NULL,NULL,NULL,NULL,100147
11029,Tetracycline,1,1,30,µg,NULL,NULL,NULL,NULL,27902
11030,Cefoperazone,1,1,75,µg,NULL,NULL,NULL,NULL,3493
11031,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,17076
11032,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,48923
11033,"Penicillin G",1,1,10,Unit,NULL,NULL,NULL,NULL,18208
11034,Ampicillin,1,1,10,µg,NULL,NULL,NULL,NULL,28971
11035,Amikacin,1,1,30,µg,NULL,NULL,NULL,NULL,2637
11036,Cephalotin,1,1,30,µg,NULL,NULL,NULL,NULL,124991
11037,Chloramphenicol,1,1,30,µg,NULL,NULL,NULL,NULL,17698
