ID_multimedia,file_name,file_path,file,full_file_path,FSI_URL,media_type,IPR,license_type,caption,created,creator,capture_equipment,ID_strains,ID_reference,manual_annotation,FK_tbl_images_micro,timestamp_micro,last_change
70,DSM_30541.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30541.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,987,16919,1,52.0,2012-11-19 10:05:27,2018-05-31 05:45:31
71,DSM_30542.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30542.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,703,16920,1,53.0,2012-11-19 10:06:05,2018-05-31 05:45:31
72,DSM_30543.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30543.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,8060,16921,1,54.0,2012-11-19 10:07:03,2018-05-31 05:45:31
73,DSM_30544.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30544.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,8061,16922,1,55.0,2012-11-19 10:08:32,2018-05-31 05:45:31
74,DSM_30545.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30545.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,8062,16923,1,56.0,2012-11-19 10:09:16,2018-05-31 05:45:31
75,DSM_30546.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30546.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7322,16924,1,57.0,2012-11-19 10:10:01,2018-05-31 05:45:31
76,DSM_30547.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30547.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7323,16925,1,58.0,2012-11-19 10:11:29,2018-05-31 05:45:31
77,DSM_30548.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30548.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7778,16926,1,59.0,2012-11-19 10:12:47,2018-05-31 05:45:31
78,DSM_30549.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30549.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,14641,16927,1,60.0,2012-11-19 10:13:24,2018-05-31 05:45:31
79,DSM_30550.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30550.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,761,16928,1,61.0,2012-11-19 10:14:05,2018-05-31 05:45:31
80,DSM_30551.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30551.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,988,16929,1,62.0,2012-11-19 10:14:40,2018-05-31 05:45:31
81,DSM_30552.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30552.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7700,16930,1,63.0,2012-11-19 10:29:54,2018-05-31 05:45:31
82,DSM_30553.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30553.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,14548,16931,1,64.0,2012-11-19 10:30:31,2018-05-31 05:45:31
83,DSM_30554.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30554.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,8063,16932,1,65.0,2012-11-19 10:32:14,2018-05-31 05:45:31
84,DSM_30555.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30555.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7701,16933,1,66.0,2012-11-19 10:32:58,2018-05-31 05:45:31
85,DSM_30556.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30556.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,14530,16934,1,67.0,2012-11-19 10:33:31,2018-05-31 05:45:31
86,DSM_30557.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30557.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7702,16935,1,68.0,2012-11-19 10:39:37,2018-05-31 05:45:31
87,DSM_30558.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30558.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,989,16936,1,69.0,2012-11-19 10:40:30,2018-05-31 05:45:31
88,DSM_30559.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30559.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,14549,16937,1,70.0,2012-11-19 10:41:13,2018-05-31 05:45:31
89,DSM_30560.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30560.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,14550,16938,1,71.0,2012-11-19 10:41:45,2018-05-31 05:45:31
90,DSM_30561.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30561.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7703,16939,1,72.0,2012-11-19 10:42:35,2018-05-31 05:45:31
91,DSM_30562.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30562.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,990,16940,1,73.0,2012-11-19 10:43:22,2018-05-31 05:45:31
92,DSM_30563.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30563.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7704,16941,1,74.0,2012-11-19 10:44:32,2018-05-31 05:45:31
93,DSM_30564.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30564.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7705,16942,1,75.0,2012-11-19 10:45:09,2018-05-31 05:45:31
94,DSM_30565.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30565.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,14642,16943,1,76.0,2012-11-19 10:45:47,2018-05-31 05:45:31
95,DSM_30566.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30566.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7706,16944,1,77.0,2012-11-19 10:46:25,2018-05-31 05:45:31
96,DSM_30567.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30567.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7707,16945,1,78.0,2012-11-19 10:47:29,2018-05-31 05:45:31
97,DSM_30568.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30568.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,14531,16946,1,79.0,2012-11-19 10:48:05,2018-05-31 05:45:31
98,DSM_30569.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30569.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7708,16947,1,80.0,2012-11-19 10:48:41,2018-05-31 05:45:31
99,DSM_30570.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30570.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,991,16948,1,81.0,2012-11-19 10:49:17,2018-05-31 05:45:31
100,DSM_30571.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30571.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,8064,16949,1,82.0,2012-11-19 10:49:51,2018-05-31 05:45:31
101,DSM_30575.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30575.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,14580,16950,1,86.0,2012-11-19 10:54:13,2018-05-31 05:45:31
102,DSM_30576.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30576.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,14643,16951,1,87.0,2012-11-19 10:55:37,2018-05-31 05:45:31
103,DSM_30577.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30577.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7709,16952,1,88.0,2012-11-19 10:57:58,2018-05-31 05:45:31
104,DSM_30578.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30578.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,,,7750,16953,1,89.0,2012-11-19 10:58:40,2018-05-31 05:45:31
105,DSM_30579.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30579.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7710,16954,1,90.0,2012-11-19 11:00:00,2018-05-31 05:45:31
106,DSM_30580.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30580.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7711,16955,1,91.0,2012-11-19 11:03:23,2018-05-31 05:45:31
107,DSM_30581.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30581.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,992,16956,1,92.0,2012-11-19 11:04:13,2018-05-31 05:45:31
108,DSM_30582.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30582.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7712,16957,1,93.0,2012-11-19 11:07:59,2018-05-31 05:45:31
109,DSM_30583.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30583.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,17535,16958,1,94.0,2012-11-19 11:08:33,2018-05-31 05:45:31
110,DSM_30584.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30584.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,14626,16959,1,95.0,2012-11-19 11:09:08,2018-05-31 05:45:31
111,DSM_30585.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30585.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,704,16960,1,96.0,2012-11-19 11:09:51,2018-05-31 05:45:31
112,DSM_30586.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30586.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,17564,16961,1,97.0,2012-11-19 11:10:45,2018-05-31 05:45:31
113,DSM_30587.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30587.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,735,16962,1,98.0,2012-11-19 13:49:28,2018-05-31 05:45:31
114,DSM_30588.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30588.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7713,16963,1,99.0,2012-11-19 13:50:28,2018-05-31 05:45:31
115,DSM_30589.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30589.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-20,"R. Pukall, Leibniz Institute DSMZ",,636,16964,1,172.0,2012-11-20 08:03:59,2018-05-31 05:45:31
116,DSM_30590.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30590.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7655,16965,1,100.0,2012-11-19 13:51:50,2018-05-31 05:45:31
117,DSM_30591.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30591.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,14532,16966,1,101.0,2012-11-19 13:52:44,2018-05-31 05:45:31
118,DSM_30592.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30592.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7656,16967,1,102.0,2012-11-19 13:53:24,2018-05-31 05:45:31
119,DSM_30593.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30593.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,1248,16968,1,103.0,2012-11-19 13:54:18,2018-05-31 05:45:31
120,DSM_30594.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30594.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-20,"R. Pukall, Leibniz Institute DSMZ",,74,16969,1,173.0,2012-11-20 08:24:11,2018-05-31 05:45:31
121,DSM_30595.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30595.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,7563,16970,1,104.0,2012-11-19 13:55:47,2018-05-31 05:45:31
122,DSM_30596.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30596.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,762,16971,1,105.0,2012-11-19 13:56:26,2018-05-31 05:45:31
123,DSM_30597.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30597.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,993,16972,1,106.0,2012-11-19 13:57:10,2018-05-31 05:45:31
124,DSM_30598.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30598.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,644,16973,1,107.0,2012-11-19 13:57:52,2018-05-31 05:45:31
125,DSM_30600.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30600.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,637,16975,1,109.0,2012-11-19 14:00:21,2018-05-31 05:45:31
126,DSM_30601.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30601.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,736,16976,1,110.0,2012-11-19 14:02:06,2018-05-31 05:45:31
127,DSM_30602.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30602.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,11319,16977,1,111.0,2012-11-19 14:09:56,2018-05-31 05:45:31
128,DSM_30603.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30603.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,7393,16978,1,112.0,2012-11-19 14:10:35,2018-05-31 05:45:31
129,DSM_30604.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30604.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,11320,16979,1,113.0,2012-11-19 14:14:34,2018-05-31 05:45:31
130,DSM_30605.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30605.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,3802,16980,1,174.0,2012-11-20 08:26:21,2018-05-31 05:45:31
131,DSM_30606.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30606.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,763,16981,1,114.0,2012-11-19 14:15:39,2018-05-31 05:45:31
132,DSM_30616.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30616.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-12,"R. Pukall, Leibniz Institute DSMZ",,7714,16982,1,124.0,2012-11-19 14:29:36,2018-05-31 05:45:31
133,DSM_30617.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30617.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,8065,16983,1,125.0,2012-11-19 14:30:11,2018-05-31 05:45:31
134,DSM_30619.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30619.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,946,16985,1,127.0,2012-11-19 14:32:39,2018-05-31 05:45:31
135,DSM_30620.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30620.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-20,"R. Pukall, Leibniz Institute DSMZ",,705,16986,1,128.0,2012-11-19 14:33:13,2018-05-31 05:45:31
136,DSM_30621.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30621.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-19,"R. Pukall, Leibniz Institute DSMZ",,1522,16987,1,129.0,2012-11-19 14:40:37,2018-05-31 05:45:31
