ID_culture_collection,Acronym_col,Acronym_col_num,URL_general,URL_str_num,Culture_Collection,last_change,matches_count
230,FBGMU,FBGMU,,,Faculty of Biology Gadjah Mada University,2021-10-07 06:09:58,0
231,FCBP,FCBP,http://pu.edu.pk/mpp/,,First Fungal Culture Bank of Pakistan,2021-10-07 06:09:58,0
232,FCBP,FCBP,http://www.pu.edu.pk/mppl/,,First fungal culture bank of Pakistan,2021-10-07 06:09:58,0
233,FCT,FCT,,,FCT,2021-10-07 06:09:58,0
234,FCUG,FCUG,http://www.systbot.gu.se/database/FCUG/FCUG.html,,Fungal Cultures University of Goteborg,2021-10-07 06:09:58,0
235,FFF,FFF,,,UPCC Ukranian Private Culture collection,2021-10-07 06:09:59,0
236,FGSC,FGSC,http://www.fgsc.net/,,Fungal Genetics Stock Center,2021-10-07 06:09:59,0
237,Fiocruz/CBAM,Fiocruz/CBAM,http://cbam.fiocruz.br/,,Colecao de Bacterias da Amazonia,2021-10-07 06:10:00,0
238,Fiocruz/CBMA,Fiocruz/CBMA,http://cbma.fiocruz.br/,,Colecao de Bacterias da Mata Atlantica,2021-10-07 06:10:00,0
239,Fiocruz/CCBS,Fiocruz/CCBS,http://ccbs.fiocruz.br/,,"Colecao de Culturas de Bacterias de Interesse em Saude, Bacterial Culture Collections of Health Importance",2021-10-07 06:10:00,0
240,Fiocruz/CCFF,Fiocruz/CCFF,http://ccff.fiocruz.br/,,Colecao de Culturas de Fungos Filamentosos,2021-10-07 06:10:00,0
241,Fiocruz/CCGB,Fiocruz/CCGB,http://ccgb.fiocruz.br/,,Colecao de Culturas do Genero Bacillus e Generos Correlatos,2021-10-07 06:10:00,0
242,Fiocruz/CFAM,Fiocruz/CFAM,http://cfam.fiocruz.br/,,Colecao de Fungos da Amazonia,2021-10-07 06:10:00,0
243,Fiocruz/CFP,Fiocruz/CFP,http://cfp.fiocruz.br/,,Colecao de Fungos Patogenicos,2021-10-07 06:10:00,0
244,Fiocruz/CLIOC,Fiocruz/CLIOC,http://clioc.fiocruz.br/,,Colecao de Leishmania do Instituto Oswaldo Cruz,2021-10-07 06:10:00,0
245,Fiocruz/CMRVS,Fiocruz/CMRVS,http://sicol.cria.org.br/crb,,Colecao de Microrganismos de Referencia em Vigilancia Sanitaria,2021-10-07 06:10:01,0
246,Fiocruz/CMT,Fiocruz/CMT,http://cmt.fiocruz.br/,,Colecao Micologica de Trichocomaceae,2021-10-07 06:10:01,0
247,Fiocruz/COLTRYP,Fiocruz/COLTRYP,http://coltryp.fiocruz.br/,,"Colecao de Trypanosoma de Mamiferos Silvestres, Domesticos e Vetores",2021-10-07 06:10:01,0
248,FLACC,FLACC,,,Free-Living Amoebae Culture Collection,2021-10-07 06:10:01,0
249,FNCC,FNCC,,,Food and Nutrition Culture Collection,2021-10-07 06:10:02,0
250,FORDA-CC,FORDA-CC,,,FORDA Culture Collection for Microorganisms,2021-10-07 06:10:02,0
251,FRR,FRR,http://www.foodscience.afisc.csiro.au/fcc/,,"Food Science Australia, Ryde",2021-10-07 06:10:04,0
252,FSC,FSC,http://cfs.nrcan.gc.ca/regions/afc/,,Fredericton Stock Culture Collection,2021-10-07 06:10:04,5
253,FSU,FSU,http://www.prz.uni-jena.de/,,PRZ Pilz-Referenz-Zentrum (Fungal Reference Centre) Jena,2021-10-07 06:10:05,0
254,FTCC,FTCC,,,Food Technology Culture Collection,2021-10-07 06:10:05,0
255,FTCMU,FTCMU,,,"Department of Food Science and Technology, Faculty of Agriculture",2021-10-07 06:10:05,0
256,FTI,FTI,,,Centro de Biotecnologia e Quimica-CEBIQ,2021-10-07 06:10:05,0
257,FUSC,FUSC,,,Flinders University Smut Collection,2021-10-07 06:10:06,0
258,GAB,GAB,,,Greek Aquaculture Bacteria,2021-10-07 06:10:06,0
259,GAM,GAM,,,Grupo Actinomicetales Merida Facultad de Medicina,2021-10-07 06:10:07,0
260,GCL,GCL,,,Central Laboratories,2021-10-07 06:10:08,2
261,GDMCC,GDMCC,http://gimcc.net/,,Guangdong Culture Collection Centre of Microbiology,2021-10-07 06:10:08,0
262,GFCC,GFCC,,,Goa University Fungus Culture Collection and Research Unit,2021-10-07 06:10:09,0
263,GMACC,GMACC,,,Laboratory of Molecular Genetics and Breeding of Edible Mushrooms,2021-10-07 06:10:12,0
264,GNUHCCP,GNUHCCP,,,Gyeongsang National University Hospital Culture Collection for Pathogens,2021-10-07 06:10:12,0
265,GTC,GTC,http://www.gifu-u.ac.jp/,,Gifu University Type Culture Colelction,2021-10-07 06:10:16,15
266,GTC-GIFU,GTC-GIFU,http://microbiology.ms.gifu-u.ac.jp/,,"Gifu Type Culture Collection (GTC), Gifu University Culture Collection (GIFU)",2021-10-07 06:10:16,0
267,HAMBI,HAMBI,http://www.helsinki.fi/hambi/,,HAMBI Culture Collection,2021-10-07 06:10:19,104
268,HER,HER,http://www.phage.ulaval.ca/,,Felix d'Herelle Reference Center for Bacterial Viruses,2021-10-07 06:10:22,12
269,HKUCC,HKUCC,,,The University of Hong Kong Culture Collection,2021-10-07 06:10:25,0
270,HNCMB,HNCMB,,,Hungarian National Collection of Medical Bacteria,2021-10-07 06:10:26,4
271,HPKTCC,HPKTCC,http://helico.gsnu.ac.kr/,,Helicobacter pylori Korean Type Culture Collection,2021-10-07 06:10:26,0
272,HUKUK,HUKUK,,,Culture Collection of Animal Cells,2021-10-07 06:10:29,0
273,HUMB,HUMB,,,WFCC Estonian Human Microbiota Biobank,2021-10-07 06:10:29,0
274,HUT,HUT,http://home.hiroshima-u.ac.jp/hut/,,HUT Culture Collection,2021-10-07 06:10:29,19
275,IAFB,IAFB,http://www.ibprs.pl/,,Collection of Industrial Microorganisms,2021-10-07 06:10:31,0
276,IAL,IAL,http://www.ial.sp.gov.br/,,Nucleo de Colecao de Microrganismos,2021-10-07 06:10:31,0
277,IALMIC,IALMIC,,,Micoteca do Insituto Adolfo Lutz,2021-10-07 06:10:31,0
278,IAM,IAM,http://www.iam.u-tokyo.ac.jp/misyst/ColleBOX/IAMcollection.html,,IAM Culture Collection,2021-10-07 06:10:31,419
279,IBA,IBA,,,Collection of Microorganisms Producing Antibiotics,2021-10-07 06:10:32,0
280,IBRC,IBRC,http://www.ibrc.ir/,,Iranian Biological Resources Center,2021-10-07 06:10:32,2
281,IBSBF,IBSBF,,,Biological Institute Culture Collection of Phytopathogenic Bacteria,2021-10-07 06:10:33,1
282,IBT,IBT,http://www.biocentrum.dtu.dk/,,IBT Culture Collection of Fungi,2021-10-07 06:10:33,0
283,ICBB,ICBB,http://www.icbb.org/,,ICBB Culture Collection for Microorganisms and Cell Culture,2021-10-07 06:10:33,0
284,ICCF,ICCF,,,Collection of Industrial Microorganisms,2021-10-07 06:10:33,0
285,ICFC,ICFC,,,IIB-INTECH Collection of Fungal Cultures,2021-10-07 06:10:34,0
286,ICMP,ICMP,http://www.landcareresearch.co.nz/databases/db_details.asp?Database_Collection_ID=6,https://scd.landcareresearch.co.nz/Specimen/ICMP%%20#####CULCOLNO#####,International Collection of Microorganisms from Plants,2021-10-07 06:10:34,101
287,IE,IE,,,Cepario de Hongos del Instituto de Ecologia,2021-10-07 06:10:35,0
288,IEAPM,IEAPM,,,"""Instituto de Estudos do Mar """"Almirante Paulo Moreira""""""",2021-10-07 06:10:35,0
289,IEBC,IEBC,,,International Entomopathogenic Bacillus Centre (WHO),2021-10-07 06:10:35,0
290,IEGM,IEGM,http://www.ecology.psu.ru/iegmcol/,http://www.iegmcol.ru/strains/IEGM#####CULCOLNO#####.html,Regional Specialized Collection of Alkanotrophic Microorganisms,2021-10-07 06:10:36,1
291,"IEKC, SSI","IEKC, SSI",http://www.ssi.dk/sw1397.asp,,The International Escherichia and Klebsiella Centre (WHO),2021-10-07 06:10:36,0
292,IFAM,IFAM,,,Institut fur Allgemeine Mikrobiologie,2021-10-07 06:10:36,20
293,IFBM,IFBM,,,Streptokokken Sammlung,2021-10-07 06:10:36,0
294,IFM,IFM,http://www.ifmqs.com.au/,https://daphne.pf.chiba-u.jp/distribution/catalog?actionKey=strainDetail&ifmNo=#####CULCOLNO#####,IFM Quality Services Pty Ltd,2021-10-07 06:10:36,55
295,IFM,IFM,http://www.pf.chiba-u.ac.jp/engli07.html,https://daphne.pf.chiba-u.jp/distribution/catalog?actionKey=strainDetail&ifmNo=#####CULCOLNO#####,"Research Center for Pathogenic Fungi and Microbial Toxicoses, Chiba University",2021-10-07 06:10:36,55
296,IFO,IFO,http://www.ifo.or.jp/index_e.html,http://www.nbrc.nite.go.jp/NBRC2/NBRCCatalogueDetailServlet?ID=IFO&CAT=%8s,"Institute for Fermentation, Osaka",2021-10-07 06:10:37,1294
297,IFRPD,IFRPD,,,"Institute of Food Research and Product Development, Kasetsart University",2021-10-07 06:10:37,0
298,IGC,IGC,,,Portuguese Yeast Culture Collection,2021-10-07 06:10:37,0
299,IGESALQ,IGESALQ,,,Colecao Microorganismos,2021-10-07 06:10:37,0
300,IIBM-UNAM,IIBM-UNAM,,,Industrial Culture Collection,2021-10-07 06:10:38,0
301,IID,IID,http://www.ims.u-tokyo.ac.jp/bac/kinkabu00309/home.html,,Laboratory Culture Collection,2021-10-07 06:10:38,1
302,IMD,IMD,,,Industrial Microbiology Dublin,2021-10-07 06:10:39,0
303,IMI,IMI,http://www.cabi.org/,,CABI Genetic Resource Collection,2021-10-07 06:10:40,332
304,IMMH,IMMH,,,Collection of Animal Viruses,2021-10-07 06:10:40,0
305,IMOCC,IMOCC,http://www.imolabs.com/,,IMO Laboratories Microbial Culture Collection,2021-10-07 06:10:40,0
306,IMT,IMT,,,Micoteca do Instituto de Medicina Tropical de Sao Paulo,2021-10-07 06:10:41,3
307,IMVS,IMVS,,,IMVS Culture Collection,2021-10-07 06:10:41,2
308,IMYZA,IMYZA,,,Instituto de Microbiologia y Zoologia Agricola,2021-10-07 06:10:41,0
309,INDRE,INDRE,,,Pathogen Fungi and Actinomycetes Collection,2021-10-07 06:10:42,0
310,INIF,INIF,,,Coleccion de Microhongos,2021-10-07 06:10:42,0
311,INIFAT,INIFAT,http://www.inifat.esihabana.cu:300/,,INIFAT Fungus Collection,2021-10-07 06:10:42,0
312,INPA,INPA,,,Laboratorio de Micologia Medica Divisao de Microbiologia e Nutricao,2021-10-07 06:10:43,0
313,INRA,INRA,,,Microbiologie des Sols,2021-10-07 06:10:43,0
314,IOEB,IOEB,,,Bacterial Collection,2021-10-07 06:10:43,0
315,IOUSP,IOUSP,,,Marine Microalgae Culture Collection,2021-10-07 06:10:44,0
316,IPPAS,IPPAS,http://www.ippras.ru/,,Culture Collection of Microalgae IPPAS,2021-10-07 06:10:45,0
317,IPT,IPT,http://www.ipt.br/,,"Agrupamento de Biotecnologia, Culture Collection of Microorganisms",2021-10-07 06:10:45,3
318,IRAN,IRAN,http://www.iripp.ir/,,Iranian Fungal Culture Collection,2021-10-07 06:10:45,0
319,ISC,ISC,,,International Salmonella Centre (W.H.O.),2021-10-07 06:10:46,0
320,ISRI,ISRI,,,"Indonesian Sugar Research Institute, Pusat Penelitian Perkebunan Gula Indonesia",2021-10-07 06:10:47,0
321,ISS,ISS,http://www.soilinst.co.yu/,,Collection of Bacteria,2021-10-07 06:10:47,1
322,ITAL,ITAL,,,Banco de Fermentos Lacticos,2021-10-07 06:10:47,0
323,ITALSL,ITALSL,,,Secao de Leite e Derivados,2021-10-07 06:10:47,0
324,ITALSM,ITALSM,,,Secao de Microbiologia,2021-10-07 06:10:48,0
325,ITBCC,ITBCC,,,Institute of Technology Bandung Culture Collection,2021-10-07 06:10:48,0
326,ITCC,ITCC,,,Indian Type Culture Collection,2021-10-07 06:10:48,1
327,ITD,ITD,,,Coleccion de Cepas Microbianas,2021-10-07 06:10:48,0
328,ITDI,ITDI,,,Industrial Technology Development Institute,2021-10-07 06:10:48,0
329,ITG,ITG,,,ITG,2021-10-07 06:10:48,25
330,ITH,ITH,http://www.kit.nl/biomedical_research,,W.H.O./F.A.O. Collaborating Centre for Reference and Research on Leptospirosis,2021-10-07 06:10:48,0
331,IZ,IZ,,,Departamento de Tecnologia Rural,2021-10-07 06:10:49,0
332,JCM,JCM,http://www.jcm.riken.jp/,http://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?JCM=#####CULCOLNO#####,Japan Collection of Microorganisms,2021-10-07 06:10:52,4800
333,JCT,JCT,,,James Cook Townsville,2021-10-07 06:10:52,0
334,KACC,KACC,http://kacc.rda.go.kr/,,"KACC, Korean Agricultural Culture Collection",2021-10-07 06:10:55,681
335,KBPV,KBPV,,,KBPV Korean Bank for Pathogenic Virus,2021-10-07 06:10:56,0
336,KCCC,KCCC,,,Culture Collection of Soybean Rhizobia and Green Microalgae,2021-10-07 06:10:56,0
337,KCLB/ KCLRF,KCLB/ KCLRF,http://cellbank.snu.ac.kr/,,Korean Cell Line Bank/ Korean Cell Line Research Foundation,2021-10-07 06:10:56,0
338,KCTC,KCTC,https://kctc.kribb.re.kr/En/Kctc,https://kctc.kribb.re.kr/EN/search/resourceDetail?sn=#####CULCOLNO#####&kind=Bacteria,KCTC Korean Collection for Type Cultures,2021-10-07 06:10:57,2830
339,KEMC,KEMC,http://www.kbem.or.kr/,,KEMC Korea Environmental Microorganism Center,2021-10-07 06:10:57,0
340,KEMH,KEMH,,,KEMH/PMH Culture collection,2021-10-07 06:10:57,0
341,KFCC,KFCC,,,Korean Federation of Culture Collection,2021-10-07 06:10:58,1
342,KKU,KKU,,,MICKKU Culture Collection,2021-10-07 06:10:59,0
343,KMCC,KMCC,http://www.kmcc.re.kr/,,Korea Marine Microalgae Culture Center,2021-10-07 06:10:59,0
344,KMM,KMM,http://piboc.dvo.ru/en/,,Collection of Marine Microorganisms,2021-10-07 06:11:00,170
345,KOS,KOS,,,Collection of Salmonella Microorganisms,2021-10-07 06:11:02,0
346,KPB,KPB,http://prostatebank.or.kr/,,Prostate Tissue and microorganism,2021-10-07 06:11:03,0
347,KUFC,KUFC,,,"Kasetsart University Fungus Collection, Department of Plant Pathology, Faculty of Agriculture",2021-10-07 06:11:04,0
348,KUKENS,KUKENS,,,Centre for Research and Application of Culture Collections of Microorganisms,2021-10-07 06:11:04,0
349,KVCC,KVCC,http://anikin.nvrqs.go.kr/,,Korean Veterinary Culture Collection,2021-10-07 06:11:05,0
350,LBM,LBM,,,Laboratorio de Biologia Molecula Depto de Biologia Celular,2021-10-07 06:11:07,0
351,LCC,LCC,,,"Labatt Culture Collection, Technology Development",2021-10-07 06:11:07,1
352,LCC,LCC,,,University of Warmia and Mazury in Olsztyn,2021-10-07 06:11:07,1
353,LCP,LCP,,,"Fungal Strain Collection, Laboratory of Cryptogamy",2021-10-07 06:11:08,3
354,LE,LE,,,Servico de Microbiologia e Imunologia,2021-10-07 06:11:08,4
355,LeishCryoBank,LeishCryoBank,http://www.parasitologie.univ-montp1.fr/catalogue_list.asp,,International Cryobank of Leishmania,2021-10-07 06:11:09,0
356,LGM-USP,LGM-USP,,,Departamento de Microbiologia Lab. de Genetica de Microrganismos,2021-10-07 06:11:10,0
357,LIH-UNAM,LIH-UNAM,http://www.histoplas-mex.unam.mx/,,"Culture Collection of Histoplasma capsulatum Strains from the Fungal Immunology Laboratory of the Department of Microbiology and Parasitology, Faculty of Medicine, UNAM",2021-10-07 06:11:10,0
358,LIPIMC,LIPIMC,,,"Lembaga Ilmu Pengetahuan Indonesia, Indonesian Institute for Sciences",2021-10-07 06:11:11,0
359,LIPP,LIPP,,,Leptospirotheque,2021-10-07 06:11:11,0
360,LJC,LJC,,,Coleccion de fitopatogenos de cultivos horticolas,2021-10-07 06:11:11,0
361,LMCH,LMCH,,,Laboratoire de Microbiologie,2021-10-07 06:11:12,0
362,BCCM,LMG,http://bccm.belspo.be/index.php,http://bccm.belspo.be/catalogues/lmg-search-results?LIST3=STRNUM&TEXT3=#####CULCOLNO#####&FIRSTITEM=1&CONJ=OR&RANGE=20&B3=Run+Query,Belgian Coordinated Collections of Microorganisms/ LMG Bacteria Collection,2021-10-07 06:11:13,3816
363,BCCM,BCCM,http://bccm.belspo.be/index.php,,Belgian Coordinated Collections of Microorganisms/ LMG Bacteria Collection,2021-10-07 06:08:46,1
364,LMS,LMS,http://www.carolina.com/,,Carolina Biological Supply Company,2021-10-07 06:11:13,0
365,LOCK,LOCK,,,Centre of Industrial Microorganisms Collection,2021-10-07 06:11:13,1
366,LSTM,LSTM,,,Department of Parasitology,2021-10-07 06:11:16,0
367,LTI,LTI,,,Cryobank of Microorganisms-Destructors,2021-10-07 06:11:16,0
368,LYCC,LYCC,,,Lallemand Yeast Culture Collection,2021-10-07 06:11:18,0
369,MAFF,MAFF,http://www.gene.affrc.go.jp/about-micro_en.php,,"MAFF Genebank Project, Ministry of Agriculture, Forestry and Fisheries",2021-10-07 06:11:19,3
370,MAO,MAO,,,Mircen Afrique Ouest,2021-10-07 06:11:19,0
371,MAR,MAR,,,Grasslands Rhizobium Collection,2021-10-07 06:11:19,1
372,MBIC,MBIC,http://www.mbio.jp/mbic/,,Marine Biotechnology Institute Culture Collection,2021-10-07 06:11:20,61
373,MBMU,MBMU,,,IMBG,2021-10-07 06:11:21,0
374,MCC,MCC,http://www.nccs.res.in/,http://linux.nccs.res.in/mcc/bacteria_MCC#####CULCOLNO#####.html,Microbial Culture Collection,2021-10-07 06:11:21,39
375,MCC-UPLB,MCC-UPLB,,,Microbial Culture Collection,2021-10-07 06:11:22,1
376,MCCBGHO,MCCBGHO,http://www.geologia.unam.mx/igl/index.php?option=com_content&view=category&layout=blog&id=79&Itemid=,,Banco de Germoplasma de hongos micorrizicos orquideoides,2021-10-07 06:11:22,0
377,MCCM,MCCM,,,Medical Culture Collection Marburg,2021-10-07 06:11:22,149
378,MCI,MCI,,,Microbial collection of Iran,2021-10-07 06:11:22,0
379,MCITM,MCITM,,,Bacterial Culture Collection,2021-10-07 06:11:22,0
380,MCM,MCM,,,MACS Collection of Microorganisms,2021-10-07 06:11:22,0
381,MDC,MDC,http://www.sci.am/resorgs.php?oid=18&langid=1,,Microbial Depository Center,2021-10-07 06:11:23,7
382,MEAN,MEAN,,,Micoteca da Estacao Agronomica Nacional,2021-10-07 06:11:23,0
383,mfcc,mfcc,http://www.mycolo.co.il/,,mycolo fungal culture collection,2021-10-07 06:11:25,0
384,MHH,MHH,,,Institute of Virology,2021-10-07 06:11:25,1
385,Micoteca IAL,Micoteca IAL,,,Micoteca do Instituto Adolfo Lutz,2021-10-07 06:11:26,0
386,MLLD,MLLD,,,"Microbiological Research Laboratory, Soil and Water Section, Department of Land Development",2021-10-07 06:11:28,0
387,MLMJI,MLMJI,http://www.mju.ac.th/,,"Department of Plant Protection, Faculty of Agricultural Production",2021-10-07 06:11:28,0
388,MLRU,MLRU,,,"Microbiology Laboratory, Department of Biology, Faculty of Science",2021-10-07 06:11:28,0
389,MMBF,MMBF,,,Micoteca Mario Barreto Figueiredo,2021-10-07 06:11:28,0
390,MML,MML,,,Medical Microbiological Laboratory,2021-10-07 06:11:29,0
391,MOLA,MOLA,http://www.obs-banyuls.fr/souchotheque/,,Collection of Microbial Observatory Laboratoire Arago,2021-10-07 06:11:30,9
392,MPKV,MPKV,,,Biological Nitrogen Fixation Project College of Agriculture,2021-10-07 06:11:31,0
393,MPSU,MPSU,,,Department of Microbiology,2021-10-07 06:11:31,0
394,MRC,MRC,,,TUBITAK Marmara Research Center Culture Collection,2021-10-07 06:11:32,1
395,MSCL,MSCL,http://mikro.daba.lv/,,Microbial Strain Collection of Latvia,2021-10-07 06:11:32,0
396,MSCMU,MSCMU,,,"Microbiology Section, Chiang Mai University (MSCMU)",2021-10-07 06:11:32,0
397,MSDS,MSDS,,,"Microbiology Section, Biological Science Division, Department of Science Services",2021-10-07 06:11:32,0
398,MSPP,MSPP,,,"Mycology Section, Plant Pathology and Microbiology Division, Department of Agricultural Science",2021-10-07 06:11:33,0
399,MSU,MSU,,,Acetobacter,2021-10-07 06:11:33,4
400,MTCC,MTCC,http://www.imtech.ernet.in/mtcc/,,Microbial Type Culture Collection & Gene Bank,2021-10-07 06:11:34,196
401,MTKKU,MTKKU,,,"Department of Clinical Microbiology, Faculty of Medical Technology",2021-10-07 06:11:34,0
402,MU,MU,,,Mugla University Collection of Microorganisms,2021-10-07 06:11:34,3
403,MUACC,MUACC,,,Murdoch University Algal Culture Collection,2021-10-07 06:11:34,0
404,MUCL,MUCL,http://www.belspo.be/bccm,,Mycotheque de l'Universite catholique de Louvain,2021-10-07 06:11:35,2
405,MUL,MUL,,,Department of Microbiology MUL-B 250,2021-10-07 06:11:35,1
406,MUM,MUM,http://www.micoteca.deb.uminho.pt/,,Micoteca da Universidade do Minho,2021-10-07 06:11:35,0
407,MUT,MUT,http://www.bioveg.unito.it/,,Mycotheca Universitatis Taurinensis,2021-10-07 06:11:36,0
408,MZKI,MZKI,,,Microbial Culture Collection of National Institute of Chemistry,2021-10-07 06:11:37,0
409,NBIMCC,NBIMCC,http://www.nbimcc.org/,,National Bank for Industrial Microorganisms and Cell Cultures,2021-10-07 06:11:39,13
410,NBRC,NBRC,http://www.nite.go.jp/en/nbrc/cultures/index.html,http://www.nbrc.nite.go.jp/NBRC2/NBRCCatalogueDetailServlet?ID=NBRC&CAT=#####CULCOLNO#####,NITE Biological Resource Center,2021-10-07 06:11:39,2450
411,NCAIM,NCAIM,http://ncaim.uni-corvinus.hu/,,National Collection of Agricultural and Industrial Microorganisms,2021-10-07 06:11:40,1
412,NCAM,NCAM,,,National Collection of Agricultural Microorganisms,2021-10-07 06:11:40,0
413,NCB,NCB,,,National Culture Bank,2021-10-07 06:11:40,3
414,NCC,NCC,,,Nantes Culture Collection,2021-10-07 06:11:41,1
415,NCC,NCC,,,NIZO culture collection,2021-10-07 06:11:41,1
416,NCCB,NCCB,http://www.cbs.knaw.nl/nccb,,"NCCB, the Netherlands Culture Collection of Bacteria (formerly LMD and Phabagen Collection)",2021-10-07 06:11:41,98
417,NCCP,NCCP,,,National Culture Collection for Pathogens,2021-10-07 06:11:41,40
418,NCDC,NCDC,http://www.ndri.res.in/,,National Collection of Dairy Cultures,2021-10-07 06:11:41,0
419,NCIM,NCIM,http://www.ncl-india.org/ncim/,,National Collection of Industrial Microorganisms,2021-10-07 06:11:42,19
420,NCIMB,NCIMB,http://www.ncimb.co.uk/,,National Collections of Industrial Food and Marine Bacteria (incorporating the NCFB),2021-10-07 06:11:42,943
421,NCPF,NCPF,http://www.phe-culturecollections.org.uk/collections/ncpf.aspx,,National Collection of Pathogenic Fungi,2021-10-07 06:11:43,4
422,NCPPB,NCPPB,http://www.ncppb.com/,http://ncppb.fera.defra.gov.uk/furtherinfo.cfm?ncppb_no=#####CULCOLNO#####,National Collection of Plant Pathogenic Bacteria,2021-10-07 06:11:43,214
423,NCPV,NCPV,http://www.hpa.org.uk/business/ncpv.htm,,National Collection of Pathogenic Viruses,2021-10-07 06:11:43,0
424,NCSC,NCSC,,,"National Center of Streptococcus Collection, Department of Microbiology, Faculty of Medical Science",2021-10-07 06:11:43,0
425,NCTC,NCTC,http://www.hpacultures.org.uk/,http://www.hpacultures.org.uk/products/bacteria/detail.jsp?refId=NCTC+#####CULCOLNO#####&amp;collection=nctc,National Collection of Type Cultures,2021-10-07 06:11:43,1634
426,NCWRF,NCWRF,http://www.cabi.org/,,National Collection of Wood Rotting Fungi,2021-10-07 06:11:43,0
427,NCYC,NCYC,http://www.ifr.bbsrc.ac.uk/ncyc/,,National Collection of Yeast Cultures,2021-10-07 06:11:43,0
428,NEPCC,NEPCC,,,North East Pacific Culture Collection,2021-10-07 06:11:44,0
429,NFCCI,NFCCI,http://www.aripune.org/,,National Fungal Culture Collection of India,2021-10-07 06:11:44,0
431,NFCCP,NFCCP,,,National Fungal Culture Collection of Pakistan,2021-10-07 06:11:44,0
432,NGR,NGR,,,Plant Pathology,2021-10-07 06:11:45,0
433,NIAH,NIAH,http://niah.naro.affrc.go.jp/index.html,,National Institute of Animal Health,2021-10-07 06:11:46,1
